,,,,,24-MAY-2016,13:01:49,2199203,
,4.9230940E+00,Vdc,,
,4.9232640E+00,Vdc,,
,4.9232070E+00,Vdc,,
,4.9231030E+00,Vdc,,
,4.9231180E+00,Vdc,,
,4.9232040E+00,Vdc,,
,4.9231000E+00,Vdc,,
,4.9230580E+00,Vdc,,
,1.9810270E+00,Vdc,,
,1.9778890E+00,Vdc,,
,1.9770850E+00,Vdc,,
,1.9767610E+00,Vdc,,
,1.9764630E+00,Vdc,,
,1.9763140E+00,Vdc,,
,9.9800710E-01,Vdc,,
,9.9725740E-01,Vdc,,
,9.9695360E-01,Vdc,,
,9.9684660E-01,Vdc,,
,9.9662530E-01,Vdc,,
,9.9652670E-01,Vdc,,
,9.9649430E-01,Vdc,,
,9.9642520E-01,Vdc,,
,9.9633670E-01,Vdc,,
,9.9629230E-01,Vdc,,
,9.9633940E-01,Vdc,,
,9.9623100E-01,Vdc,,
,9.9619880E-01,Vdc,,
,9.9629170E-01,Vdc,,
,9.9616160E-01,Vdc,,
,1.9747600E+00,Vdc,,
,1.9751880E+00,Vdc,,
,1.9752510E+00,Vdc,,
,1.9753220E+00,Vdc,,
,1.9754240E+00,Vdc,,
,1.9754560E+00,Vdc,,
,1.9754390E+00,Vdc,,
,1.9754590E+00,Vdc,,
,1.9755220E+00,Vdc,,
,1.9754740E+00,Vdc,,
,1.9754950E+00,Vdc,,
,1.9755780E+00,Vdc,,
,1.9754950E+00,Vdc,,
,1.9755190E+00,Vdc,,
,1.9755230E+00,Vdc,,
,3.8645510E+00,Vdc,,
,3.9329440E+00,Vdc,,
,3.9339470E+00,Vdc,,
,3.9343220E+00,Vdc,,
,3.9346110E+00,Vdc,,
,3.9346590E+00,Vdc,,
,3.9347450E+00,Vdc,,
,3.9348230E+00,Vdc,,
,3.9349680E+00,Vdc,,
,3.9349240E+00,Vdc,,
,3.9349620E+00,Vdc,,
,3.9350870E+00,Vdc,,
,3.9350130E+00,Vdc,,
,3.9350340E+00,Vdc,,
,3.9350380E+00,Vdc,,
,3.9351260E+00,Vdc,,
,5.8827250E+00,Vdc,,
,5.9010490E+00,Vdc,,
,5.9022010E+00,Vdc,,
,5.9027010E+00,Vdc,,
,5.9028920E+00,Vdc,,
,5.9030560E+00,Vdc,,
,5.9031450E+00,Vdc,,
,5.9033210E+00,Vdc,,
,5.9032940E+00,Vdc,,
,5.9033260E+00,Vdc,,
,5.9034630E+00,Vdc,,
,5.9034040E+00,Vdc,,
,5.9034520E+00,Vdc,,
,5.9034900E+00,Vdc,,
,5.9035260E+00,Vdc,,
,5.9035080E+00,Vdc,,
,7.6540490E+00,Vdc,,
,7.8699370E+00,Vdc,,
,7.8716400E+00,Vdc,,
,7.8722410E+00,Vdc,,
,7.8726670E+00,Vdc,,
,7.8727770E+00,Vdc,,
,7.8729110E+00,Vdc,,
,7.8730300E+00,Vdc,,
,7.8731290E+00,Vdc,,
,7.8731300E+00,Vdc,,
,7.8732270E+00,Vdc,,
,7.8732600E+00,Vdc,,
,7.8732480E+00,Vdc,,
,7.8732780E+00,Vdc,,
,7.8734350E+00,Vdc,,
,7.8733580E+00,Vdc,,
,8.3349950E+00,Vdc,,
,9.8392420E+00,Vdc,,
,9.8419540E+00,Vdc,,
,9.8427130E+00,Vdc,,
,9.8431240E+00,Vdc,,
,9.8433830E+00,Vdc,,
,9.8435260E+00,Vdc,,
,9.8436310E+00,Vdc,,
,9.8438390E+00,Vdc,,
,9.8437910E+00,Vdc,,
,9.8438690E+00,Vdc,,
,9.8439070E+00,Vdc,,
,9.8440410E+00,Vdc,,
,9.8439700E+00,Vdc,,
,9.8439970E+00,Vdc,,
,9.8440680E+00,Vdc,,
,1.1419617E+01,Vdc,,
,1.1811045E+01,Vdc,,
,1.1813540E+01,Vdc,,
,1.1814251E+01,Vdc,,
,1.1814642E+01,Vdc,,
,1.1814915E+01,Vdc,,
,1.1815133E+01,Vdc,,
,1.1815195E+01,Vdc,,
,1.1815252E+01,Vdc,,
,1.1815401E+01,Vdc,,
,1.1815383E+01,Vdc,,
,1.1815410E+01,Vdc,,
,1.1815511E+01,Vdc,,
,1.1815526E+01,Vdc,,
,1.1815484E+01,Vdc,,
,1.1815484E+01,Vdc,,
,1.3781690E+01,Vdc,,
,1.3785210E+01,Vdc,,
,1.3786310E+01,Vdc,,
,1.3786760E+01,Vdc,,
,1.3787110E+01,Vdc,,
,1.3787290E+01,Vdc,,
,1.3787320E+01,Vdc,,
,1.3787500E+01,Vdc,,
,1.3787500E+01,Vdc,,
,1.3787680E+01,Vdc,,
,1.3787530E+01,Vdc,,
,1.3787530E+01,Vdc,,
,1.3787560E+01,Vdc,,
,1.3787570E+01,Vdc,,
,1.3787550E+01,Vdc,,
,1.3787680E+01,Vdc,,
,1.5752070E+01,Vdc,,
,1.5757850E+01,Vdc,,
,1.5759160E+01,Vdc,,
,1.5759750E+01,Vdc,,
,1.5759990E+01,Vdc,,
,1.5760170E+01,Vdc,,
,1.5760380E+01,Vdc,,
,1.5760390E+01,Vdc,,
,1.5760410E+01,Vdc,,
,1.5760530E+01,Vdc,,
,1.5760540E+01,Vdc,,
,1.5760530E+01,Vdc,,
,1.5760410E+01,Vdc,,
,1.5760590E+01,Vdc,,
,1.5760380E+01,Vdc,,
,1.5760890E+01,Vdc,,
,1.7727420E+01,Vdc,,
,1.7731710E+01,Vdc,,
,1.7732720E+01,Vdc,,
,1.7731740E+01,Vdc,,
,1.7732100E+01,Vdc,,
,1.7732690E+01,Vdc,,
,1.7731710E+01,Vdc,,
,1.7734210E+01,Vdc,,
,1.7732420E+01,Vdc,,
,1.7734690E+01,Vdc,,
,1.7732870E+01,Vdc,,
,1.7732890E+01,Vdc,,
,1.7734630E+01,Vdc,,
,1.7732570E+01,Vdc,,
,1.7733380E+01,Vdc,,
,1.7732900E+01,Vdc,,
,1.9691480E+01,Vdc,,
,1.9697970E+01,Vdc,,
,1.9699050E+01,Vdc,,
,1.9699020E+01,Vdc,,
,1.9700540E+01,Vdc,,
,1.9698840E+01,Vdc,,
,1.9697620E+01,Vdc,,
,1.9699880E+01,Vdc,,
,1.9699110E+01,Vdc,,
,1.9700510E+01,Vdc,,
,1.9699610E+01,Vdc,,
,1.9700510E+01,Vdc,,
,1.9698810E+01,Vdc,,
,1.9699910E+01,Vdc,,
,1.9698600E+01,Vdc,,
,1.9698270E+01,Vdc,,
,2.1655720E+01,Vdc,,
,2.1664000E+01,Vdc,,
,2.1665010E+01,Vdc,,
,2.1664390E+01,Vdc,,
,2.1665610E+01,Vdc,,
,2.1667750E+01,Vdc,,
,2.1666860E+01,Vdc,,
,2.1667520E+01,Vdc,,
,2.1665670E+01,Vdc,,
,2.1667520E+01,Vdc,,
,2.1664720E+01,Vdc,,
,2.1666240E+01,Vdc,,
,2.1668290E+01,Vdc,,
,2.1665910E+01,Vdc,,
,2.1666350E+01,Vdc,,
,2.1667840E+01,Vdc,,
,2.3614540E+01,Vdc,,
,2.3630860E+01,Vdc,,
,2.3632590E+01,Vdc,,
,2.3633010E+01,Vdc,,
,2.3634410E+01,Vdc,,
,2.3634590E+01,Vdc,,
,2.3633990E+01,Vdc,,
,2.3634260E+01,Vdc,,
,2.3634560E+01,Vdc,,
,2.3633720E+01,Vdc,,
,2.3633480E+01,Vdc,,
,2.3635300E+01,Vdc,,
,2.3634320E+01,Vdc,,
,2.3633600E+01,Vdc,,
,2.3634670E+01,Vdc,,
,2.3635090E+01,Vdc,,
,2.5589530E+01,Vdc,,
,2.5599360E+01,Vdc,,
,2.5601330E+01,Vdc,,
,2.5601570E+01,Vdc,,
,2.5601540E+01,Vdc,,
,2.5600610E+01,Vdc,,
,2.5602040E+01,Vdc,,
,2.5603440E+01,Vdc,,
,2.5600760E+01,Vdc,,
,2.5602160E+01,Vdc,,
,2.5601300E+01,Vdc,,
,2.5602310E+01,Vdc,,
,2.5601300E+01,Vdc,,
,2.5600200E+01,Vdc,,
,2.5601510E+01,Vdc,,
,2.5601210E+01,Vdc,,
,2.7538640E+01,Vdc,,
,2.7557970E+01,Vdc,,
,2.7560290E+01,Vdc,,
,2.7559730E+01,Vdc,,
,2.7561840E+01,Vdc,,
,2.7561370E+01,Vdc,,
,2.7562440E+01,Vdc,,
,2.7560560E+01,Vdc,,
,2.7561280E+01,Vdc,,
,2.7560860E+01,Vdc,,
,2.7558950E+01,Vdc,,
,2.7561100E+01,Vdc,,
,2.7560590E+01,Vdc,,
,2.7558950E+01,Vdc,,
,2.7559190E+01,Vdc,,
,2.7558950E+01,Vdc,,
,2.9471040E+01,Vdc,,
,2.9524560E+01,Vdc,,
,2.9527040E+01,Vdc,,
,2.9527900E+01,Vdc,,
,2.9526620E+01,Vdc,,
,2.9527870E+01,Vdc,,
,2.9526290E+01,Vdc,,
,2.9527540E+01,Vdc,,
,2.9526920E+01,Vdc,,
,2.9527300E+01,Vdc,,
,2.9525870E+01,Vdc,,
,2.9524800E+01,Vdc,,
,2.9524790E+01,Vdc,,
,2.9525160E+01,Vdc,,
,2.9524800E+01,Vdc,,
,2.9524330E+01,Vdc,,
,3.1470930E+01,Vdc,,
,3.1491400E+01,Vdc,,
,3.1491220E+01,Vdc,,
,3.1492080E+01,Vdc,,
,3.1492560E+01,Vdc,,
,3.1491810E+01,Vdc,,
,3.1491480E+01,Vdc,,
,3.1491490E+01,Vdc,,
,3.1491930E+01,Vdc,,
,3.1491420E+01,Vdc,,
,3.1488770E+01,Vdc,,
,3.1489340E+01,Vdc,,
,3.1487280E+01,Vdc,,
,3.1489430E+01,Vdc,,
,3.1486270E+01,Vdc,,
,3.1486810E+01,Vdc,,
,3.3388460E+01,Vdc,,
,3.3452420E+01,Vdc,,
,3.3454380E+01,Vdc,,
,3.3454530E+01,Vdc,,
,3.3453820E+01,Vdc,,
,3.3452150E+01,Vdc,,
,3.3453400E+01,Vdc,,
,3.3452270E+01,Vdc,,
,3.3451730E+01,Vdc,,
,3.3450360E+01,Vdc,,
,3.3449680E+01,Vdc,,
,3.3450630E+01,Vdc,,
,3.3448370E+01,Vdc,,
,3.3446970E+01,Vdc,,
,3.3446950E+01,Vdc,,
,3.3445120E+01,Vdc,,
,3.5050300E+01,Vdc,,
,3.5401610E+01,Vdc,,
,3.5404270E+01,Vdc,,
,3.5403880E+01,Vdc,,
,3.5402540E+01,Vdc,,
,3.5399020E+01,Vdc,,
,3.5399590E+01,Vdc,,
,3.5399610E+01,Vdc,,
,3.5397440E+01,Vdc,,
,3.5396820E+01,Vdc,,
,3.5393660E+01,Vdc,,
,3.5393480E+01,Vdc,,
,3.5389880E+01,Vdc,,
,3.5389310E+01,Vdc,,
,3.5389040E+01,Vdc,,
,3.5386780E+01,Vdc,,
,3.5810150E+01,Vdc,,
,3.8472190E+01,Vdc,,
,3.8470730E+01,Vdc,,
,3.8470310E+01,Vdc,,
,3.8470490E+01,Vdc,,
,3.8470820E+01,Vdc,,
,3.8469240E+01,Vdc,,
,3.8470610E+01,Vdc,,
,3.8470400E+01,Vdc,,
,3.8468970E+01,Vdc,,
,3.8468700E+01,Vdc,,
,3.8468700E+01,Vdc,,
,3.8468350E+01,Vdc,,
,3.8466620E+01,Vdc,,
,3.8468970E+01,Vdc,,
,3.8470340E+01,Vdc,,
,1.0116473E+00,Vdc,,
,1.0050442E+00,Vdc,,
,1.0006591E+00,Vdc,,
,9.9997830E-01,Vdc,,
,9.9914310E-01,Vdc,,
,9.9774290E-01,Vdc,,
,9.9695470E-01,Vdc,,
,9.9725020E-01,Vdc,,
,9.9670100E-01,Vdc,,
,9.9541160E-01,Vdc,,
,9.9583780E-01,Vdc,,
,9.9567870E-01,Vdc,,
,9.9518130E-01,Vdc,,
,9.9532490E-01,Vdc,,
,9.9493170E-01,Vdc,,
,1.9713890E+00,Vdc,,
,1.9717110E+00,Vdc,,
,1.9724610E+00,Vdc,,
,1.9726400E+00,Vdc,,
,1.9728840E+00,Vdc,,
,1.9724490E+00,Vdc,,
,1.9728030E+00,Vdc,,
,1.9728930E+00,Vdc,,
,1.9729260E+00,Vdc,,
,1.9732020E+00,Vdc,,
,1.9725710E+00,Vdc,,
,1.9735840E+00,Vdc,,
,1.9729850E+00,Vdc,,
,1.9731160E+00,Vdc,,
,1.9733720E+00,Vdc,,
,3.9227460E+00,Vdc,,
,3.9291240E+00,Vdc,,
,3.9302220E+00,Vdc,,
,3.9308420E+00,Vdc,,
,3.9307640E+00,Vdc,,
,3.9305170E+00,Vdc,,
,3.9309550E+00,Vdc,,
,3.9304370E+00,Vdc,,
,3.9313780E+00,Vdc,,
,3.9315150E+00,Vdc,,
,3.9313090E+00,Vdc,,
,3.9312940E+00,Vdc,,
,3.9319340E+00,Vdc,,
,3.9316010E+00,Vdc,,
,3.9323510E+00,Vdc,,
,3.9325690E+00,Vdc,,
,5.8921100E+00,Vdc,,
,5.8973030E+00,Vdc,,
,5.8991490E+00,Vdc,,
,5.8988280E+00,Vdc,,
,5.8992240E+00,Vdc,,
,5.8992210E+00,Vdc,,
,5.8999050E+00,Vdc,,
,5.8997180E+00,Vdc,,
,5.8993930E+00,Vdc,,
,5.9001260E+00,Vdc,,
,5.8995840E+00,Vdc,,
,5.9008250E+00,Vdc,,
,5.9003670E+00,Vdc,,
,5.9010870E+00,Vdc,,
,5.9005460E+00,Vdc,,
,5.9000510E+00,Vdc,,
,7.8534510E+00,Vdc,,
,7.8669770E+00,Vdc,,
,7.8678700E+00,Vdc,,
,7.8686680E+00,Vdc,,
,7.8694630E+00,Vdc,,
,7.8693770E+00,Vdc,,
,,,,,24-MAY-2016,13:10:13,