,,,,,
7.87404,Vdc,,,,
7.87405,Vdc,,,,
7.87410,Vdc,,,,
7.87402,Vdc,,,,
7.87404,Vdc,,,,
7.87410,Vdc,,,,
1.00100,Vdc,,,,
0.99898,Vdc,,,,
0.99808,Vdc,,,,
0.99766,Vdc,,,,
0.99722,Vdc,,,,
0.99699,Vdc,,,,
0.99687,Vdc,,,,
0.99666,Vdc,,,,
0.99656,Vdc,,,,
0.99648,Vdc,,,,
0.99645,Vdc,,,,
0.99632,Vdc,,,,
0.99626,Vdc,,,,
0.99627,Vdc,,,,
0.99617,Vdc,,,,
1.97465,Vdc,,,,
1.97512,Vdc,,,,
1.97518,Vdc,,,,
1.97526,Vdc,,,,
1.97534,Vdc,,,,
1.97546,Vdc,,,,
1.97536,Vdc,,,,
1.97541,Vdc,,,,
1.97547,Vdc,,,,
1.97542,Vdc,,,,
1.97541,Vdc,,,,
1.97547,Vdc,,,,
1.97548,Vdc,,,,
1.97543,Vdc,,,,
1.97541,Vdc,,,,
3.92862,Vdc,,,,
3.93329,Vdc,,,,
3.93401,Vdc,,,,
3.93436,Vdc,,,,
3.93458,Vdc,,,,
3.93480,Vdc,,,,
3.93480,Vdc,,,,
3.93487,Vdc,,,,
3.93498,Vdc,,,,
3.93496,Vdc,,,,
3.93499,Vdc,,,,
3.93510,Vdc,,,,
3.93507,Vdc,,,,
3.93507,Vdc,,,,
3.93509,Vdc,,,,
3.93520,Vdc,,,,
5.88474,Vdc,,,,
5.90090,Vdc,,,,
5.90225,Vdc,,,,
5.90276,Vdc,,,,
5.90309,Vdc,,,,
5.90322,Vdc,,,,
5.90336,Vdc,,,,
5.90350,Vdc,,,,
5.90350,Vdc,,,,
5.90355,Vdc,,,,
5.90369,Vdc,,,,
5.90364,Vdc,,,,
5.90369,Vdc,,,,
5.90370,Vdc,,,,
5.90382,Vdc,,,,
5.90375,Vdc,,,,
7.86226,Vdc,,,,
7.87152,Vdc,,,,
7.87255,Vdc,,,,
7.87298,Vdc,,,,
7.87333,Vdc,,,,
7.87339,Vdc,,,,
7.87351,Vdc,,,,
7.87359,Vdc,,,,
7.87370,Vdc,,,,
7.87368,Vdc,,,,
7.87371,Vdc,,,,
7.87380,Vdc,,,,
7.87376,Vdc,,,,
7.87377,Vdc,,,,
7.87385,Vdc,,,,
7.87382,Vdc,,,,
9.81905,Vdc,,,,
9.84189,Vdc,,,,
9.84327,Vdc,,,,
9.84367,Vdc,,,,
9.84392,Vdc,,,,
9.84415,Vdc,,,,
9.84421,Vdc,,,,
9.84427,Vdc,,,,
9.84438,Vdc,,,,
9.84444,Vdc,,,,
9.84442,Vdc,,,,
9.84445,Vdc,,,,
9.84454,Vdc,,,,
9.84451,Vdc,,,,
9.84452,Vdc,,,,
9.84466,Vdc,,,,
11.60332,Vdc,,,,
11.81162,Vdc,,,,
11.81404,Vdc,,,,
11.81490,Vdc,,,,
11.81525,Vdc,,,,
11.81550,Vdc,,,,
11.81569,Vdc,,,,
11.81580,Vdc,,,,
11.81583,Vdc,,,,
11.81602,Vdc,,,,
11.81599,Vdc,,,,
11.81599,Vdc,,,,
11.81603,Vdc,,,,
11.81608,Vdc,,,,
11.81607,Vdc,,,,
11.81608,Vdc,,,,
13.79052,Vdc,,,,
13.79013,Vdc,,,,
13.78978,Vdc,,,,
13.78954,Vdc,,,,
13.78966,Vdc,,,,
13.78951,Vdc,,,,
13.78942,Vdc,,,,
13.78933,Vdc,,,,
13.78939,Vdc,,,,
13.78927,Vdc,,,,
13.78882,Vdc,,,,
13.78698,Vdc,,,,
13.78772,Vdc,,,,
13.78832,Vdc,,,,
13.78775,Vdc,,,,
15.74139,Vdc,,,,
15.75691,Vdc,,,,
15.75863,Vdc,,,,
15.76078,Vdc,,,,
15.76030,Vdc,,,,
15.76108,Vdc,,,,
15.75991,Vdc,,,,
15.76063,Vdc,,,,
15.76206,Vdc,,,,
15.76248,Vdc,,,,
15.76197,Vdc,,,,
15.76131,Vdc,,,,
15.75985,Vdc,,,,
15.76024,Vdc,,,,
15.76105,Vdc,,,,
15.76203,Vdc,,,,
17.67846,Vdc,,,,
17.73026,Vdc,,,,
17.73354,Vdc,,,,
17.73497,Vdc,,,,
17.73401,Vdc,,,,
17.73413,Vdc,,,,
17.73568,Vdc,,,,
17.73556,Vdc,,,,
17.73488,Vdc,,,,
17.73568,Vdc,,,,
17.73524,Vdc,,,,
17.73428,Vdc,,,,
17.73646,Vdc,,,,
17.73509,Vdc,,,,
17.73458,Vdc,,,,
17.73556,Vdc,,,,
19.45984,Vdc,,,,
19.69626,Vdc,,,,
19.69912,Vdc,,,,
19.70022,Vdc,,,,
19.70102,Vdc,,,,
19.70296,Vdc,,,,
19.70168,Vdc,,,,
19.70123,Vdc,,,,
19.70159,Vdc,,,,
19.70236,Vdc,,,,
19.70120,Vdc,,,,
19.70177,Vdc,,,,
19.70168,Vdc,,,,
19.70210,Vdc,,,,
19.70293,Vdc,,,,
19.70129,Vdc,,,,
21.60670,Vdc,,,,
21.66479,Vdc,,,,
21.66720,Vdc,,,,
21.66920,Vdc,,,,
21.66851,Vdc,,,,
21.67000,Vdc,,,,
21.67003,Vdc,,,,
21.66988,Vdc,,,,
21.67021,Vdc,,,,
21.67074,Vdc,,,,
21.67015,Vdc,,,,
21.66979,Vdc,,,,
21.67003,Vdc,,,,
21.66914,Vdc,,,,
21.66908,Vdc,,,,
21.66946,Vdc,,,,
23.26595,Vdc,,,,
23.63156,Vdc,,,,
23.63558,Vdc,,,,
23.63707,Vdc,,,,
23.63698,Vdc,,,,
23.63725,Vdc,,,,
23.63653,Vdc,,,,
23.63761,Vdc,,,,
23.63755,Vdc,,,,
23.63632,Vdc,,,,
23.63662,Vdc,,,,
23.63761,Vdc,,,,
23.63540,Vdc,,,,
23.63755,Vdc,,,,
23.63624,Vdc,,,,
23.63674,Vdc,,,,
24.08147,Vdc,,,,
25.59809,Vdc,,,,
25.60313,Vdc,,,,
25.60423,Vdc,,,,
25.60518,Vdc,,,,
25.60462,Vdc,,,,
25.60402,Vdc,,,,
25.60491,Vdc,,,,
25.60345,Vdc,,,,
25.60512,Vdc,,,,
25.60417,Vdc,,,,
25.60470,Vdc,,,,
25.60393,Vdc,,,,
25.60497,Vdc,,,,
25.60405,Vdc,,,,
25.60423,Vdc,,,,
25.60342,Vdc,,,,
27.55628,Vdc,,,,
27.56206,Vdc,,,,
27.56430,Vdc,,,,
27.56463,Vdc,,,,
27.56400,Vdc,,,,
27.56382,Vdc,,,,
27.56534,Vdc,,,,
27.56334,Vdc,,,,
27.56382,Vdc,,,,
27.56382,Vdc,,,,
27.56436,Vdc,,,,
27.56323,Vdc,,,,
27.56165,Vdc,,,,
27.56174,Vdc,,,,
27.56314,Vdc,,,,
27.76077,Vdc,,,,
29.52586,Vdc,,,,
29.52836,Vdc,,,,
29.53038,Vdc,,,,
29.53125,Vdc,,,,
29.53190,Vdc,,,,
29.53110,Vdc,,,,
29.52991,Vdc,,,,
29.53080,Vdc,,,,
29.52973,Vdc,,,,
29.52985,Vdc,,,,
29.52842,Vdc,,,,
29.52851,Vdc,,,,
29.52770,Vdc,,,,
29.52738,Vdc,,,,
29.52809,Vdc,,,,
29.52791,Vdc,,,,
31.49027,Vdc,,,,
31.49409,Vdc,,,,
31.49462,Vdc,,,,
31.49590,Vdc,,,,
31.49510,Vdc,,,,
31.49611,Vdc,,,,
31.49608,Vdc,,,,
31.49462,Vdc,,,,
31.49495,Vdc,,,,
31.49447,Vdc,,,,
31.49263,Vdc,,,,
31.49302,Vdc,,,,
31.49138,Vdc,,,,
31.49147,Vdc,,,,
31.48956,Vdc,,,,
31.49045,Vdc,,,,
33.44912,Vdc,,,,
33.45642,Vdc,,,,
33.45657,Vdc,,,,
33.45740,Vdc,,,,
33.45749,Vdc,,,,
33.45621,Vdc,,,,
33.45466,Vdc,,,,
33.45484,Vdc,,,,
33.45359,Vdc,,,,
33.45359,Vdc,,,,
33.45145,Vdc,,,,
33.45121,Vdc,,,,
33.45002,Vdc,,,,
33.44868,Vdc,,,,
33.44632,Vdc,,,,
33.44698,Vdc,,,,
35.40076,Vdc,,,,
35.40440,Vdc,,,,
35.40428,Vdc,,,,
35.40347,Vdc,,,,
35.40175,Vdc,,,,
35.39966,Vdc,,,,
35.39838,Vdc,,,,
35.39612,Vdc,,,,
35.39534,Vdc,,,,
35.39382,Vdc,,,,
35.39245,Vdc,,,,
35.39102,Vdc,,,,
35.39111,Vdc,,,,
35.38855,Vdc,,,,
35.38655,Vdc,,,,
35.38468,Vdc,,,,
38.36821,Vdc,,,,
38.37083,Vdc,,,,
38.37149,Vdc,,,,
38.37101,Vdc,,,,
38.37265,Vdc,,,,
38.37107,Vdc,,,,
38.37152,Vdc,,,,
38.37077,Vdc,,,,
38.37039,Vdc,,,,
38.37062,Vdc,,,,
38.37045,Vdc,,,,
38.36988,Vdc,,,,
38.36899,Vdc,,,,
38.36881,Vdc,,,,
38.36896,Vdc,,,,
38.36830,Vdc,,,,
1.00760,Vdc,,,,
1.00266,Vdc,,,,
1.00089,Vdc,,,,
0.99932,Vdc,,,,
0.99864,Vdc,,,,
0.99697,Vdc,,,,
0.99664,Vdc,,,,
0.99662,Vdc,,,,
0.99592,Vdc,,,,
0.99608,Vdc,,,,
0.99565,Vdc,,,,
0.99497,Vdc,,,,
0.99510,Vdc,,,,
0.99588,Vdc,,,,
1.97151,Vdc,,,,
1.97155,Vdc,,,,
1.97244,Vdc,,,,
1.97255,Vdc,,,,
1.97301,Vdc,,,,
1.97261,Vdc,,,,
1.97224,Vdc,,,,
1.97340,Vdc,,,,
1.97343,Vdc,,,,
1.97299,Vdc,,,,
1.97313,Vdc,,,,
1.97331,Vdc,,,,
1.97323,Vdc,,,,
1.97319,Vdc,,,,
1.97323,Vdc,,,,
3.90493,Vdc,,,,
3.92814,Vdc,,,,
3.92983,Vdc,,,,
3.92989,Vdc,,,,
3.93111,Vdc,,,,
3.93033,Vdc,,,,
3.93089,Vdc,,,,
3.93153,Vdc,,,,
3.93165,Vdc,,,,
3.93122,Vdc,,,,
3.93186,Vdc,,,,
3.93109,Vdc,,,,
3.93151,Vdc,,,,
3.93165,Vdc,,,,
3.93192,Vdc,,,,
3.93193,Vdc,,,,
5.62720,Vdc,,,,
5.89649,Vdc,,,,
5.89826,Vdc,,,,
5.89891,Vdc,,,,
5.89904,Vdc,,,,
5.89936,Vdc,,,,
5.89980,Vdc,,,,
5.89993,Vdc,,,,
5.90004,Vdc,,,,
5.90052,Vdc,,,,
5.90040,Vdc,,,,
5.90039,Vdc,,,,
5.90048,Vdc,,,,
5.90030,Vdc,,,,
5.90107,Vdc,,,,
5.90100,Vdc,,,,
6.39094,Vdc,,,,
7.86539,Vdc,,,,
7.86786,Vdc,,,,
7.86935,Vdc,,,,
7.86972,Vdc,,,,
7.86954,Vdc,,,,
7.87014,Vdc,,,,
7.87038,Vdc,,,,
7.87074,Vdc,,,,
7.87057,Vdc,,,,
7.87067,Vdc,,,,
7.87055,Vdc,,,,
7.87053,Vdc,,,,
7.87092,Vdc,,,,
7.87148,Vdc,,,,
,,,,,
